City ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Tchollire,CM,2022-04-16 19:35:00,8.4022,14.1698,90.1,36,30,1.83
294,Ahipara,NZ,2022-04-16 19:35:00,-35.1667,173.1667,63.48,84,100,11.05
295,Mahibadhoo,MV,2022-04-16 19:35:01,3.7833,72.9667,84.07,75,16,7.2
296,Hede,CN,2022-04-16 19:35:01,33.7681,120.2517,41.9,55,29,5.59
297,Palaiokomi,GR,2022-04-16 19:35:01,40.8667,23.9,61.68,67,100,1.66
298,Warrington,GB,2022-04-16 19:31:04,53.3925,-2.5802,65.12,71,20,8.05
299,Sao Joao Da Barra,BR,2022-04-16 19:35:02,-21.6403,-41.0511,77.09,66,89,17.13
300,Dzhankoy,UA,2022-04-16 19:35:03,45.7167,34.4,49.6,71,100,5.77
301,Along,IN,2022-04-16 19:35:04,28.1667,94.7667,64.27,97,87,2.37
302,Tuatapere,NZ,2022-04-16 19:35:04,-46.1333,167.6833,41.7,89,67,4.92
303,Hambantota,LK,2022-04-16 19:35:05,6.1241,81.1185,80.53,81,42,6.4
304,Chake Chake,TZ,2022-04-16 19:35:05,-5.2459,39.7666,76.33,87,100,4.41
305,Hobyo,SO,2022-04-16 19:35:06,5.3505,48.5268,82.89,75,56,18.14
306,Itaituba,BR,2022-04-16 19:35:06,-4.2761,-55.9836,80.76,89,40,4.61
307,Yingkou,CN,2022-04-16 19:35:06,40.6648,122.2283,47.68,49,0,7.58
308,Vilyuysk,RU,2022-04-16 19:35:07,63.7553,121.6247,1.71,100,94,3.0
309,Thiadiaye,SN,2022-04-16 19:35:07,14.4205,-16.7056,72.41,44,10,16.53
310,George,ZA,2022-04-16 19:35:08,-33.963,22.4617,53.15,94,75,6.91
311,Aitape,PG,2022-04-16 19:35:08,-3.1374,142.3475,77.54,88,84,3.56
312,Toora-Khem,RU,2022-04-16 19:35:09,52.4675,96.11,31.95,89,56,2.59
313,Niquelandia,BR,2022-04-16 19:35:09,-14.4739,-48.4597,83.95,61,71,3.74
314,Nouadhibou,MR,2022-04-16 19:35:09,20.931,-17.0347,66.18,88,20,18.41
315,Lakes Entrance,AU,2022-04-16 19:35:10,-37.8811,147.981,58.06,69,93,6.13
316,Mingaora,PK,2022-04-16 19:35:10,34.7758,72.3625,67.03,30,100,7.14
317,Yakeshi,CN,2022-04-16 19:35:11,49.2833,120.7333,27.86,52,34,3.98
318,Namibe,AO,2022-04-16 19:35:11,-15.1961,12.1522,75.02,70,26,2.37
319,Delta Del Tigre,UY,2022-04-16 19:35:12,-34.7633,-56.3853,70.2,68,75,9.22
320,Lompoc,US,2022-04-16 19:32:33,34.6391,-120.4579,64.78,73,100,15.01
321,Belaya Gora,RU,2022-04-16 19:35:12,68.5333,146.4167,-3.48,100,90,2.68
322,Charlestown,AU,2022-04-16 19:31:54,-32.95,151.6667,59.74,95,0,1.99
323,Luwuk,ID,2022-04-16 19:31:16,-0.9516,122.7875,78.24,87,100,2.75
324,Moindou,NC,2022-04-16 19:36:13,-21.6924,165.677,73.22,75,6,4.21
325,Wollongong,AU,2022-04-16 19:32:00,-34.4333,150.8833,58.08,91,1,4.56
326,Puri,IN,2022-04-16 19:36:15,19.8,85.85,84.72,82,58,22.75
327,Tire,TR,2022-04-16 19:36:15,38.0888,27.7351,60.17,55,10,1.95
328,Raudeberg,NO,2022-04-16 19:36:16,61.9875,5.1352,45.27,73,100,16.69
329,Henties Bay,NA,2022-04-16 19:36:16,-22.116,14.2845,60.66,81,20,6.13
330,Dehloran,IR,2022-04-16 19:36:16,32.6941,47.2679,72.1,18,1,11.21
331,Kurilsk,RU,2022-04-16 19:31:52,45.2333,147.8833,29.97,87,52,8.32
332,Rio Grande,BR,2022-04-16 19:36:17,-32.035,-52.0986,77.11,63,95,8.59
333,Mbandaka,CD,2022-04-16 19:36:17,0.0487,18.2603,77.4,77,99,3.47
334,Morant Bay,JM,2022-04-16 19:36:18,17.8815,-76.4093,87.71,63,6,10.27
335,Klaksvik,FO,2022-04-16 19:36:19,62.2266,-6.589,49.12,90,100,22.26
336,Samarai,PG,2022-04-16 19:36:20,-10.6167,150.6667,79.3,83,100,2.75
337,Ostrovnoy,RU,2022-04-16 19:36:20,68.0531,39.5131,30.76,86,100,13.35
338,Waddan,LY,2022-04-16 19:36:20,29.1614,16.139,69.62,52,22,15.86
339,Taoudenni,ML,2022-04-16 19:36:21,22.6783,-3.9836,83.16,15,0,11.1
340,Laguna,US,2022-04-16 19:36:22,38.421,-121.4238,66.29,76,40,14.97
341,Arica,CL,2022-04-16 19:36:22,-18.475,-70.3042,76.55,60,0,16.11
342,Whitehorse,CA,2022-04-16 19:36:22,60.7161,-135.0538,34.11,54,75,6.91
343,Cabo San Lucas,MX,2022-04-16 19:32:04,22.8909,-109.9124,88.9,20,75,10.36
344,San Jose,US,2022-04-16 19:35:46,37.3394,-121.895,66.85,68,75,9.22
345,Bryan,US,2022-04-16 19:36:23,30.6744,-96.37,84.58,63,100,11.5
346,Puyo,EC,2022-04-16 19:36:24,-1.4667,-77.9833,78.04,69,75,4.61
347,Hounde,BF,2022-04-16 19:36:24,11.5,-3.5167,77.86,56,100,4.52
348,Osoyoos,CA,2022-04-16 19:36:25,49.0331,-119.4524,47.16,30,100,4.79
349,Andilamena,MG,2022-04-16 19:36:25,-17.0167,48.5833,64.45,88,68,9.98
350,Erzin,TR,2022-04-16 19:36:25,36.9559,36.2,59.47,60,3,4.61
351,Santa Vitoria Do Palmar,BR,2022-04-16 19:36:26,-33.5189,-53.3681,66.7,57,64,8.25
352,Nantucket,US,2022-04-16 19:36:26,41.2835,-70.0995,62.74,73,0,20.71
353,Storsteinnes,NO,2022-04-16 19:36:27,69.2408,19.2344,41.65,100,100,2.77
354,Provideniya,RU,2022-04-16 19:36:27,64.3833,-173.3,31.53,92,100,14.72
355,Hathras,IN,2022-04-16 19:36:27,27.6,78.05,83.77,13,0,7.07
356,Karratha,AU,2022-04-16 19:36:28,-20.7377,116.8463,82.85,42,40,7.2
357,Murillo,CO,2022-04-16 19:36:28,4.8739,-75.1715,48.54,91,100,0.87
358,Thunder Bay,CA,2022-04-16 19:31:56,48.4001,-89.3168,28.29,59,100,11.5
359,Kenora,CA,2022-04-16 19:36:29,49.8167,-94.4337,27.57,43,20,10.36
360,Port Hardy,CA,2022-04-16 19:36:29,50.6996,-127.4199,46.4,75,20,5.75
361,Camana,PE,2022-04-16 19:36:30,-16.6228,-72.7111,69.58,74,100,9.08
362,Sabha,LY,2022-04-16 19:36:30,27.0377,14.4283,74.35,20,0,20.51
363,Roald,NO,2022-04-16 19:36:31,62.5833,6.1333,48.33,87,40,2.3
364,Guanica,PR,2022-04-16 19:36:31,17.9716,-66.908,85.5,70,100,18.21
365,Vila Do Maio,CV,2022-04-16 19:36:32,15.1333,-23.2167,74.19,80,29,14.79
366,Tazovskiy,RU,2022-04-16 19:36:32,67.4667,78.7,14.13,93,100,17.2
367,Kutum,SD,2022-04-16 19:36:33,14.2,24.6667,79.11,8,63,7.76
368,Tall Kayf,TR,2022-04-16 19:37:33,37.0833,41.0667,62.94,42,0,7.4
369,Dingle,PH,2022-04-16 19:37:33,10.9995,122.6711,75.6,90,37,4.85
370,Bhadrachalam,IN,2022-04-16 19:37:34,17.6667,80.8833,84.88,57,99,5.75
371,Freetown,SL,2022-04-16 19:35:27,8.484,-13.2299,82.11,74,13,6.91
372,Great Yarmouth,GB,2022-04-16 19:33:47,52.6083,1.7305,52.41,83,12,8.5
373,Coffs Harbour,AU,2022-04-16 19:37:35,-30.3,153.1333,62.56,82,100,13.8
374,Carauari,BR,2022-04-16 19:37:35,-4.8828,-66.8958,87.01,61,94,1.61
375,Buri,BR,2022-04-16 19:34:44,-23.7975,-48.5928,67.68,68,6,8.66
376,Shenjiamen,CN,2022-04-16 19:37:36,29.9576,122.298,53.96,69,64,9.15
377,Sovetskaya,RU,2022-04-16 19:37:36,44.7769,41.1722,47.79,79,7,7.07
378,Sungaipenuh,ID,2022-04-16 19:37:37,-2.0833,101.3833,66.18,96,100,2.42
379,Marawi,PH,2022-04-16 19:37:37,7.9986,124.2928,68.09,93,17,1.68
380,Buenos Aires,AR,2022-04-16 19:36:19,-34.6132,-58.3772,71.98,57,20,8.05
381,Clyde River,CA,2022-04-16 19:37:38,70.4692,-68.5914,-3.77,77,100,3.44
382,Kidal,ML,2022-04-16 19:37:38,18.4411,1.4078,82.62,8,100,11.23
383,Chapais,CA,2022-04-16 19:37:38,49.7834,-74.8492,35.38,70,100,11.77
384,Mantua,IT,2022-04-16 19:37:39,45.1667,10.7833,58.24,77,41,7.83
385,Mount Abu,IN,2022-04-16 19:37:39,24.6,72.7,69.73,46,0,6.42
386,Viedma,AR,2022-04-16 19:37:40,-40.8135,-62.9967,64.22,59,4,15.93
387,Mahajanga,MG,2022-04-16 19:37:40,-15.7167,46.3167,78.82,78,20,5.75
388,Haines Junction,CA,2022-04-16 19:37:41,60.7522,-137.5108,31.95,51,100,3.44
389,Sulam,IL,2022-04-16 19:37:41,32.6061,35.3341,60.85,38,34,1.07
390,Qasigiannguit,GL,2022-04-16 19:37:42,68.8193,-51.1922,17.85,83,8,3.24
391,Wanning,CN,2022-04-16 19:37:42,18.8003,110.3967,77.05,81,100,6.2
392,Daru,PG,2022-04-16 19:37:42,-9.0763,143.2092,79.09,87,55,7.2
393,Gornopravdinsk,RU,2022-04-16 19:37:43,60.05,69.9,30.92,96,99,5.48
394,Saint George,US,2022-04-16 19:37:43,37.1041,-113.5841,77.63,16,0,28.77
395,Sena Madureira,BR,2022-04-16 19:37:44,-9.0656,-68.6569,82.08,77,100,1.52
396,Altay,CN,2022-04-16 19:37:44,47.8667,88.1167,41.99,34,0,8.48
397,Koutsouras,GR,2022-04-16 19:37:44,35.0339,25.9469,67.1,35,100,10.74
398,Okhotsk,RU,2022-04-16 19:37:45,59.3833,143.3,9.66,96,91,9.37
399,Ayan,RU,2022-04-16 19:37:45,56.45,138.1667,17.94,81,82,10.13
400,Samandag,TR,2022-04-16 19:37:46,36.0842,35.9771,68.52,44,42,0.74
401,Galveston,US,2022-04-16 19:37:31,29.3669,-94.9669,84.06,73,75,10.36
402,Mount Gambier,AU,2022-04-16 19:37:46,-37.8333,140.7667,66.11,45,100,17.27
403,Warmbad,NA,2022-04-16 19:37:47,-28.45,18.7333,69.75,32,0,6.35
404,Sao Filipe,CV,2022-04-16 19:37:47,14.8961,-24.4956,71.4,78,58,13.53
405,Wad Rawah,SD,2022-04-16 19:37:48,15.1603,33.1397,94.53,19,98,1.52
406,Ihosy,MG,2022-04-16 19:37:48,-22.4,46.1167,67.21,97,44,7.29
407,Westport,US,2022-04-16 19:34:47,41.1415,-73.3579,69.12,64,75,16.11
408,Sayat,TM,2022-04-16 19:37:49,38.7839,63.8803,67.87,40,99,18.14
409,Kedrovyy,RU,2022-04-16 19:37:49,56.1667,91.8167,39.61,84,97,5.88
410,San Vicente,AR,2022-04-16 19:34:50,-26.6167,-54.1333,71.49,45,0,0.92
411,Onguday,RU,2022-04-16 19:37:50,50.75,86.15,42.1,61,0,3.24
412,Dukhovshchina,RU,2022-04-16 19:37:50,55.1919,32.4111,32.94,80,76,11.99
413,At-Bashi,KG,2022-04-16 19:37:51,41.1702,75.8106,46.13,37,18,4.32
414,Latung,PH,2022-04-16 19:38:52,5.5,120.8833,81.73,76,100,3.2
415,Yertsevo,RU,2022-04-16 19:38:52,60.7966,40.086,20.66,97,17,2.84
416,Khasan,RU,2022-04-16 19:38:53,42.4308,130.6434,44.67,46,100,3.91
417,Necochea,AR,2022-04-16 19:38:53,-38.5473,-58.7368,67.89,56,97,4.12
418,Mehamn,NO,2022-04-16 19:38:53,71.0357,27.8492,39.15,93,100,34.52
419,Moree,AU,2022-04-16 19:38:54,-29.4667,149.85,55.42,82,0,10.36
420,Port Blair,IN,2022-04-16 19:38:54,11.6667,92.75,83.44,66,65,2.8
421,Kuytun,RU,2022-04-16 19:38:55,54.3419,101.5036,40.93,85,100,5.73
422,Mapiripan,CO,2022-04-16 19:38:55,2.8892,-72.1256,79.39,84,100,4.54
423,Amnat Charoen,TH,2022-04-16 19:38:55,15.9167,104.75,78.98,71,100,6.76
424,Longyearbyen,SJ,2022-04-16 19:38:56,78.2186,15.6401,24.64,74,75,12.66
425,Bereda,ES,2022-04-16 19:38:56,43.2686,-7.5406,57.15,76,63,2.8
426,Sika,GM,2022-04-16 19:38:58,13.3546,-16.345,74.19,61,20,13.87
427,Soure,BR,2022-04-16 19:38:58,-0.7167,-48.5233,80.4,82,94,8.99
428,Brzeg,PL,2022-04-16 19:38:59,50.8608,17.4674,42.62,68,30,7.14
429,Shitanjing,CN,2022-04-16 19:38:59,39.2342,106.3439,43.32,54,100,8.93
430,Birin,NP,2022-04-16 19:39:00,26.8865,88.0718,60.84,40,1,5.5
431,Goulburn,AU,2022-04-16 19:39:00,-34.75,149.7167,47.75,94,4,2.3
432,Isla Mujeres,MX,2022-04-16 19:35:02,21.2311,-86.731,86.16,67,3,11.45
433,Coihaique,CL,2022-04-16 19:39:01,-45.5752,-72.0662,62.55,45,0,0.0
434,Prince Rupert,CA,2022-04-16 19:39:02,54.3161,-130.3201,44.69,53,0,5.75
435,Zyryanka,RU,2022-04-16 19:39:02,65.75,150.85,-2.6,100,100,1.77
436,Iowa City,US,2022-04-16 19:38:30,41.6611,-91.5302,48.49,42,0,14.97
437,Guantanamo,CU,2022-04-16 19:39:03,20.1444,-75.2092,80.17,86,100,6.33
438,Victoria Point,AU,2022-04-16 19:39:03,-27.5833,153.3,64.9,91,100,3.0
439,Ola,RU,2022-04-16 19:39:04,59.5833,151.2833,13.66,78,6,7.78
440,Obzor,BG,2022-04-16 19:39:04,42.8167,27.8833,64.27,73,100,3.29
441,Bubaque,GW,2022-04-16 19:39:04,11.2833,-15.8333,75.72,73,6,23.38
442,Tessaoua,NE,2022-04-16 19:39:05,13.7574,7.9874,91.04,25,82,8.52
443,Katsuura,JP,2022-04-16 19:39:05,35.1333,140.3,53.26,69,100,11.01
444,Ati,TD,2022-04-16 19:39:06,13.2154,18.3353,91.4,33,98,14.16
445,Sri Aman,MY,2022-04-16 19:39:06,1.2376,111.4621,75.25,100,100,0.0
446,Rundu,NA,2022-04-16 19:36:10,-17.9333,19.7667,68.83,78,100,7.4
447,Metro,ID,2022-04-16 19:39:07,-5.1131,105.3067,74.97,93,47,3.6
448,Maumere,ID,2022-04-16 19:39:07,-8.6199,122.2111,80.91,79,89,3.04
449,Constitucion,CL,2022-04-16 19:39:07,-35.3333,-72.4167,62.73,62,1,9.15
450,Aklavik,CA,2022-04-16 19:39:08,68.2191,-135.0107,8.6,52,0,9.22
451,Paragominas,BR,2022-04-16 19:39:08,-2.9667,-47.4833,80.42,91,100,0.47
452,Hamilton,US,2022-04-16 19:37:00,39.1834,-84.5333,63.45,60,100,17.27
453,Kurchum,KZ,2022-04-16 19:39:09,48.5722,83.6542,46.22,29,0,7.14
454,Akcakoca,TR,2022-04-16 19:39:10,41.0866,31.1162,55.35,71,100,2.77
455,Atikokan,CA,2022-04-16 19:39:10,48.7555,-91.6216,25.45,86,100,9.55
456,Safford,US,2022-04-16 19:39:10,32.834,-109.7076,81.52,7,0,6.91
457,Salinopolis,BR,2022-04-16 19:40:11,-0.6136,-47.3561,79.93,85,100,8.03
458,Loreto,MX,2022-04-16 19:40:11,22.2667,-101.9667,85.55,8,85,6.17
459,Lorengau,PG,2022-04-16 19:40:12,-2.0226,147.2712,80.53,80,41,4.21
460,Saint-Francois,FR,2022-04-16 19:40:12,46.4154,3.9054,56.64,58,0,6.91
461,Talnakh,RU,2022-04-16 19:40:13,69.4865,88.3972,17.26,92,100,7.4
462,Shigony,RU,2022-04-16 19:40:13,53.3875,48.6777,45.39,72,98,11.5
463,Soke,ML,2022-04-16 19:40:14,13.598,-5.9386,90.68,27,16,15.77
464,Fortuna,US,2022-04-16 19:40:14,40.5982,-124.1573,53.65,61,75,12.66
465,Evensk,RU,2022-04-16 19:40:15,61.95,159.2333,24.08,81,100,6.51
466,Qazigund,IN,2022-04-16 19:40:15,33.6333,75.15,55.06,47,5,2.01
467,Palmer,US,2022-04-16 19:40:15,42.1584,-72.3287,66.61,42,100,18.41
468,Pontes E Lacerda,BR,2022-04-16 19:36:44,-15.2261,-59.3353,82.67,66,31,2.84
469,Eureka,US,2022-04-16 19:40:16,40.8021,-124.1637,53.92,67,27,5.99
470,Ponnampet,IN,2022-04-16 19:40:16,12.15,75.9333,69.48,94,63,2.55
471,Belyy Yar,RU,2022-04-16 19:40:17,53.6039,91.3903,40.89,45,7,4.47
472,Kahului,US,2022-04-16 19:40:17,20.8947,-156.47,73.85,91,100,11.5
473,Komsomolskiy,UZ,2022-04-16 19:40:18,40.4272,71.7189,63.32,45,6,2.3
474,Comodoro Rivadavia,AR,2022-04-16 19:40:18,-45.8667,-67.5,60.66,51,0,14.97
475,Valparaiso,CL,2022-04-16 19:38:07,-33.0393,-71.6273,64.63,66,0,9.22
476,Shubarshi,KZ,2022-04-16 19:40:19,48.5872,57.1869,52.38,68,87,4.18
477,Paamiut,GL,2022-04-16 19:40:19,61.994,-49.6678,28.56,75,10,17.47
478,Bowen,AU,2022-04-16 19:40:20,-20.0167,148.2333,71.64,77,83,12.55
479,Cuamba,MZ,2022-04-16 19:40:20,-14.8031,36.5372,67.91,97,0,1.16
480,Capreol,CA,2022-04-16 19:40:20,46.706,-80.9225,35.91,54,100,9.22
481,Jiuquan,CN,2022-04-16 19:40:21,39.7432,98.5174,43.18,19,0,16.31
482,Tarnogskiy Gorodok,RU,2022-04-16 19:40:21,60.4997,43.5761,23.54,95,10,1.39
483,Ekhabi,RU,2022-04-16 19:40:22,53.5102,142.9671,26.33,88,100,11.36
484,Leo,BF,2022-04-16 19:40:22,11.1,-2.1,80.02,62,100,2.91
485,Lady Frere,ZA,2022-04-16 19:40:23,-31.7031,27.2329,49.59,96,100,2.77
486,Berlevag,NO,2022-04-16 19:40:23,70.8578,29.0864,39.2,91,100,31.94
487,Avera,US,2022-04-16 19:40:24,33.194,-82.5271,71.11,75,100,8.37
488,Wuda,CN,2022-04-16 19:40:24,39.4994,106.7117,48.52,53,100,14.92
489,Dixon,US,2022-04-16 19:40:25,38.4455,-121.8233,67.01,67,75,12.66
490,Shush,IR,2022-04-16 19:40:25,32.1942,48.2436,75.96,14,4,17.29
491,Yining,CN,2022-04-16 19:40:25,29.0361,114.5636,50.4,90,96,1.1
492,Skibbereen,IE,2022-04-16 19:40:26,51.55,-9.2667,52.11,98,100,11.97
493,Cabedelo,BR,2022-04-16 19:39:17,-6.9811,-34.8339,86.67,80,31,7.92
494,Matara,LK,2022-04-16 19:40:26,5.9485,80.5353,79.7,85,68,3.6
495,Barsovo,RU,2022-04-16 19:40:27,61.1667,73.1667,30.33,91,62,9.35
496,Colquechaca,BO,2022-04-16 19:40:27,-18.6667,-66.0167,48.88,18,0,13.98
497,Geraldton,AU,2022-04-16 19:40:28,-28.7667,114.6,66.61,77,100,9.22
498,Axim,GH,2022-04-16 19:40:28,4.8699,-2.2405,74.75,95,100,9.69
499,Tiznit,MA,2022-04-16 19:40:29,29.5833,-9.5,77.45,23,22,2.26
500,Hastings,GB,2022-04-16 19:39:00,50.8552,0.5729,56.08,70,10,11.16
501,Coahuayana,MX,2022-04-16 19:41:30,18.7333,-103.6833,90.34,42,76,8.39
502,Wladyslawowo,PL,2022-04-16 19:41:30,54.7909,18.4009,39.94,76,45,6.76
503,Adrar,MR,2022-04-16 19:37:24,20.5022,-10.0711,85.46,11,0,11.52
504,Lianran,CN,2022-04-16 19:41:31,24.9227,102.485,52.34,69,43,4.41
505,Pompeu,BR,2022-04-16 19:41:31,-19.2244,-44.9353,74.7,59,23,9.19
506,Korla,CN,2022-04-16 19:41:32,41.7597,86.1469,50.18,14,0,2.26
507,Sumbawanga,TZ,2022-04-16 19:41:32,-7.9667,31.6167,57.99,94,96,2.44
508,Oudtshoorn,ZA,2022-04-16 19:41:32,-33.5907,22.2014,52.16,85,4,3.04
509,Uglovskoye,RU,2022-04-16 19:41:33,51.3557,80.1942,50.83,35,5,10.65
510,Lima,PE,2022-04-16 19:39:32,-12.0432,-77.0282,69.39,72,20,11.5
511,Dole,FR,2022-04-16 19:41:33,47.0833,5.5,57.11,51,0,13.8
512,Kadiri,IN,2022-04-16 19:41:34,14.1167,78.1667,83.07,46,87,2.1
513,Tamandare,BR,2022-04-16 19:38:38,-8.7597,-35.1047,82.09,78,6,10.31
514,Le Port,RE,2022-04-16 19:41:34,-20.9373,55.2919,77.0,71,43,5.37
515,Yuli,NG,2022-04-16 19:41:35,9.6989,10.2744,92.14,37,17,3.0
516,Khujner,IN,2022-04-16 19:41:36,23.7833,76.6,86.61,16,0,6.6
517,Piriyapatna,IN,2022-04-16 19:41:36,12.3397,76.0992,72.03,83,54,5.91
518,Vangaindrano,MG,2022-04-16 19:37:31,-23.35,47.6,74.43,87,79,5.21
519,Mariinsk,RU,2022-04-16 19:41:37,56.2139,87.7472,48.0,75,100,9.8
520,Lagos,NG,2022-04-16 19:41:37,6.5833,3.75,84.52,80,77,6.24
521,Vila Velha,BR,2022-04-16 19:41:38,-20.3297,-40.2925,80.55,64,20,17.27
522,Dubna,RU,2022-04-16 19:41:38,56.7333,37.1667,31.3,82,22,10.42
523,Sangamner,IN,2022-04-16 19:41:39,19.5667,74.2167,81.32,32,0,7.67
524,Pundaguitan,PH,2022-04-16 19:41:39,6.3711,126.1689,80.89,77,70,3.58
525,Shache,CN,2022-04-16 19:41:40,38.4167,77.2406,59.68,18,3,9.89
526,Boende,CD,2022-04-16 19:41:40,-0.2167,20.8667,73.24,87,21,3.02
527,Togur,RU,2022-04-16 19:41:40,58.3631,82.8265,44.1,82,100,9.22
528,Grindavik,IS,2022-04-16 19:41:41,63.8424,-22.4338,49.95,100,100,17.27
529,Yacuiba,BO,2022-04-16 19:41:41,-22.038,-63.6797,71.02,43,24,6.78
530,General Pico,AR,2022-04-16 19:41:42,-35.6566,-63.7568,74.84,27,76,6.22
531,Foshan,CN,2022-04-16 19:40:10,23.0268,113.1315,60.84,73,100,9.26
532,Harper,LR,2022-04-16 19:41:42,4.375,-7.7169,79.65,81,98,7.11
533,Inhambane,MZ,2022-04-16 19:41:43,-23.865,35.3833,75.18,94,75,3.44
534,Xicotencatl,MX,2022-04-16 19:41:43,23.0167,-98.8833,96.48,31,4,11.95
535,Murashi,RU,2022-04-16 19:41:43,59.3999,48.9615,20.73,94,100,2.95
536,Panguna,PG,2022-04-16 19:41:44,-6.3164,155.4848,68.22,95,100,1.66
537,Linfen,CN,2022-04-16 19:41:44,36.0889,111.5189,51.33,29,100,3.96
538,Tawang,IN,2022-04-16 19:41:45,27.5833,91.8667,42.3,89,36,2.24
539,Elko,US,2022-04-16 19:39:47,41.0002,-115.5012,56.64,36,76,20.0
540,Havre-Saint-Pierre,CA,2022-04-16 19:41:45,50.2334,-63.5986,37.76,81,75,12.66
541,Chutove,UA,2022-04-16 19:41:46,49.7104,35.1603,48.0,92,100,10.22
542,Kamaishi,JP,2022-04-16 19:41:46,39.2667,141.8833,38.77,78,2,7.23
543,Marabba,SD,2022-04-16 19:41:46,12.35,32.1833,93.2,30,100,9.04
544,Sungairaya,ID,2022-04-16 19:41:47,0.7,108.9,77.27,89,85,3.76
545,Beyneu,KZ,2022-04-16 19:41:47,45.3167,55.2,59.79,39,15,7.31
546,Solnechnyy,RU,2022-04-16 19:41:48,50.7214,136.6319,26.56,96,100,6.58
547,Byron Bay,AU,2022-04-16 19:40:24,-28.65,153.6167,62.49,86,55,9.01
548,Mocuba,MZ,2022-04-16 19:42:48,-16.8392,36.9856,70.9,99,22,1.72
549,Kihei,US,2022-04-16 19:42:49,20.785,-156.4656,73.85,93,100,11.5
550,Chadan,RU,2022-04-16 19:42:49,51.2833,91.5833,44.24,35,9,3.69
551,Kamina,CD,2022-04-16 19:42:49,-8.7386,24.9906,65.44,97,86,3.29
552,Kununurra,AU,2022-04-16 19:41:07,-15.7667,128.7333,73.38,94,19,0.0
553,Codrington,AU,2022-04-16 19:42:50,-38.2667,141.9667,67.51,41,100,18.32
554,Silver City,US,2022-04-16 19:42:50,32.7701,-108.2803,76.96,8,0,18.99
555,Cheremukhovo,RU,2022-04-16 19:42:51,60.3484,59.9851,21.45,90,79,7.43
556,Havelian,PK,2022-04-16 19:42:51,34.0536,73.1657,73.83,30,60,9.26
557,Wakkanai,JP,2022-04-16 19:42:52,45.4094,141.6739,43.32,81,83,23.31
558,Jacmel,HT,2022-04-16 19:42:52,18.2342,-72.5347,82.31,64,67,9.84
559,Srednekolymsk,RU,2022-04-16 19:42:53,67.45,153.6833,1.74,100,100,3.78
560,Kubanskiy,RU,2022-04-16 19:42:53,45.9292,40.5806,51.3,70,34,6.04
561,Port Hedland,AU,2022-04-16 19:42:53,-20.3167,118.5667,77.05,61,13,5.75
562,Coquimbo,CL,2022-04-16 19:42:54,-29.9533,-71.3436,62.33,67,20,14.97
563,Kattivakkam,IN,2022-04-16 19:42:54,13.2167,80.3167,86.09,90,9,9.22
564,Changji,CN,2022-04-16 19:42:55,44.0167,87.3167,52.59,16,0,15.66
565,Pangnirtung,CA,2022-04-16 19:42:55,66.1451,-65.7125,6.8,72,40,2.3
